_path,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,community_id,trans_id,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,rejected,Anomalous,Anomaly_Description
conn,2023-11-25 18:55:49.249780+00:00,Cawa9l4klD7xArYowk,192.168.169.1,51317.0,239.255.255.250,1900.0,udp,,3.008881s,700.0,0.0,S0,0.0,D,4.0,812.0,0.0,0.0,1:de30SGZ2FjNhzgyID6jTD/uDvXk=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:54:59.449096+00:00,C01AMr1F2zlc9sXCc,fe80::8615:1c35:aa8:3f74,135.0,ff02::1:ff6c:ae6a,136.0,icmp,,,,,OTH,0.0,,1.0,72.0,0.0,0.0,1:Xv8tSW9Z9eKJl3Q3MO4QbmK9qVk=,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:54:32.016703+00:00,CRwaZB2oXBzSrn9Qsg,fe80::f4a5:6fee:9e5:18f2,1900.0,ff02::c,1900.0,udp,,2.071987s,6573.0,0.0,S0,0.0,D,18.0,7437.0,0.0,0.0,1:qfllzrGKueBMipOw37BKBrg7Iug=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:54:32.015042+00:00,CeGeVy2iixFUlsPoE1,::1,1900.0,ff05::c,1900.0,udp,,2.073372s,6195.0,0.0,S0,0.0,D,18.0,7059.0,0.0,0.0,1:W0iDTDFAXzrLIbP9EesaHI5SzLM=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:54:32.013704+00:00,CIEqGJ112pGNnuGWtb,192.168.169.130,1900.0,239.255.255.250,1900.0,udp,,2.07418s,6483.0,0.0,S0,0.0,D,18.0,6987.0,0.0,0.0,1:zaLswIA/zoWRB2+w6YaqAHZFiwo=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:53:58.449101+00:00,Choask1ht5Z0sAsgpk,fe80::8615:1c35:aa8:3f74,135.0,ff02::1:ff6c:ae6a,136.0,icmp,,,,,OTH,0.0,,1.0,72.0,0.0,0.0,1:Xv8tSW9Z9eKJl3Q3MO4QbmK9qVk=,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:53:49.311030+00:00,CM4fr73sRV1TYE4NP,192.168.169.1,61600.0,239.255.255.250,1900.0,udp,,3.004632s,700.0,0.0,S0,0.0,D,4.0,812.0,0.0,0.0,1:5sS0ScdnSnRA+rNB6snIsWEmKA8=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
http,2023-11-25 18:53:39.421302+00:00,CBu3oq1V8uFw5cw64f,192.168.169.130,57564.0,34.122.121.32,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:53:39.071828+00:00,CBu3oq1V8uFw5cw64f,192.168.169.130,57564.0,34.122.121.32,80.0,tcp,http,861.56ms,87.0,148.0,SF,0.0,ShADadfF,5.0,307.0,5.0,352.0,1:MiHISQaFUw4pDPa2j4kC43edKuc=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:53:39.057203+00:00,Cj4fAy1iW0HiqYxC8i,192.168.169.130,60297.0,192.168.169.2,53.0,udp,dns,9.08ms,47.0,191.0,SF,0.0,Dd,1.0,75.0,1.0,219.0,1:B4totDKGG3CDCkJwPHwbZwykRJE=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
dns,2023-11-25 18:53:39.057203+00:00,Cj4fAy1iW0HiqYxC8i,192.168.169.130,60297.0,192.168.169.2,53.0,udp,,,,,,,,,,,,,21362.0,connectivity-check.ubuntu.com,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0.0,False,False,No issues till now
conn,2023-11-25 18:53:31.081534+00:00,COzvPLBNbiqVbqVw9,fe80::20c:29ff:fe46:42f4,133.0,ff02::2,134.0,icmp,,,,,OTH,0.0,,1.0,48.0,0.0,0.0,1:0spy5+qDkCK5pJN+3LI81OTesxM=,,,,,,,,,,,,,,,False,No issues till now
ssl,2023-11-25 18:53:28.025101+00:00,C8SH6B1toH3iNTYrHc,192.168.169.130,51136.0,185.125.188.54,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:53:27.854334+00:00,C8SH6B1toH3iNTYrHc,192.168.169.130,51136.0,185.125.188.54,443.0,tcp,ssl,6.250108s,8710.0,42158.0,SF,0.0,ShADadfF,20.0,9530.0,45.0,43962.0,1:SV0499bFmBxjxJjHl+U3fI0KDF4=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:53:27.625501+00:00,C8tRPr3rlW2HKm4kGg,192.168.169.130,53409.0,192.168.169.2,53.0,udp,dns,7.955ms,34.0,98.0,SF,0.0,Dd,1.0,62.0,1.0,126.0,1:7cZmEoWEd+ydE6ML0dzIr+Nu7Pw=,,,,,,,,,,,,,,,True,Possible Data Exfiltration - Unusually high IP bytes sent or received
dns,2023-11-25 18:53:27.625501+00:00,C8tRPr3rlW2HKm4kGg,192.168.169.130,53409.0,192.168.169.2,53.0,udp,,,,,,,,,,,,,21117.0,api.snapcraft.io,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,False,0.0,False,False,No issues till now
conn,2023-11-25 18:53:27.624146+00:00,Cosz3T1zgSVR5DExbh,192.168.169.130,46943.0,192.168.169.2,53.0,udp,dns,223.446ms,34.0,98.0,SF,0.0,Dd,1.0,62.0,1.0,126.0,1:S7Um6i+QF51EEGY6DiQZEFsdR+U=,,,,,,,,,,,,,,,True,Possible Data Exfiltration - Unusually high IP bytes sent or received
dns,2023-11-25 18:53:27.624146+00:00,Cosz3T1zgSVR5DExbh,192.168.169.130,46943.0,192.168.169.2,53.0,udp,,,,,,,,,,,,,33703.0,api.snapcraft.io,1.0,C_INTERNET,1.0,A,0.0,NOERROR,False,False,True,True,0.0,False,False,No issues till now
conn,2023-11-25 18:53:15.152490+00:00,C3TA6ZPevfQef03Yh,fe80::f4a5:6fee:9e5:18f2,143.0,ff02::16,0.0,icmp,,388.309ms,120.0,0.0,OTH,0.0,,2.0,232.0,0.0,0.0,1:KLQrGmx5YK9OmSE31T1nbRuLXRs=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
dhcp,2023-11-25 18:53:15.122479+00:00,,,,,,,,405us,,,,,,,,,,,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:53:15.122479+00:00,CpvtXz4ygr0oKDS5ul,192.168.169.130,68.0,192.168.169.254,67.0,udp,dhcp,405us,308.0,300.0,SF,0.0,Dd,1.0,336.0,1.0,328.0,1:nRGYkLif8e6mHrG/Q6s18XnuIMg=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
dhcp,2023-11-25 18:52:57.862977+00:00,,,,,,,,10.052ms,,,,,,,,,,,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:52:57.862977+00:00,CFcESc4U5Xmm1hd5q8,192.168.169.136,68.0,192.168.169.254,67.0,udp,dhcp,10.052ms,300.0,300.0,SF,0.0,Dd,1.0,328.0,1.0,328.0,1:Dst/eD4MswUachYQ6vclfiThj+Q=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:52:57.448763+00:00,CYrLOJ263O7zkYFKyd,fe80::8615:1c35:aa8:3f74,135.0,ff02::1:ff6c:ae6a,136.0,icmp,,,,,OTH,0.0,,1.0,72.0,0.0,0.0,1:Xv8tSW9Z9eKJl3Q3MO4QbmK9qVk=,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:51:56.451309+00:00,CDnLOG2Irtj60w5RQk,fe80::8615:1c35:aa8:3f74,135.0,ff02::1:ff6c:ae6a,136.0,icmp,,,,,OTH,0.0,,1.0,72.0,0.0,0.0,1:Xv8tSW9Z9eKJl3Q3MO4QbmK9qVk=,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:51:49.252615+00:00,CFwyPV1Cv8Wgkvn31i,192.168.169.1,50109.0,239.255.255.250,1900.0,udp,,3.008012s,700.0,0.0,S0,0.0,D,4.0,812.0,0.0,0.0,1:gZJwdBWXfzeXHT6eb6A3l4pnRPA=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
conn,2023-11-25 18:51:45.321137+00:00,CgTu683OArp23fTRsa,192.168.169.130,59500.0,192.168.169.2,53.0,udp,dns,9.203ms,47.0,215.0,SF,0.0,Dd,1.0,75.0,1.0,243.0,1:MOUR3ALfkIFaIc5vgNkj2olQo6g=,,,,,,,,,,,,,,,True,Possible DDoS attack - Unusually high bytes sent or received
dns,2023-11-25 18:51:45.321137+00:00,CgTu683OArp23fTRsa,192.168.169.130,59500.0,192.168.169.2,53.0,udp,,,,,,,,,,,,,19280.0,connectivity-check.ubuntu.com,1.0,C_INTERNET,28.0,AAAA,0.0,NOERROR,False,False,True,True,0.0,False,False,No issues till now
conn,2023-11-25 18:51:05.104043+00:00,CzcEjq1X6clsG2NE4a,192.168.169.135,39230.0,34.107.243.93,443.0,tcp,,3.333ms,28.0,24.0,OTH,0.0,^dDa,1.0,68.0,2.0,104.0,1:qNfh5Gqll5+WcHqnXjrdD82o7pE=,,,,,,,,,,,,,,,True,Possible Data Exfiltration - Unusually high IP bytes sent or received
stats,2023-11-25 18:50:55.449934+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,No issues till now
conn,2023-11-25 18:50:55.449934+00:00,C5iBpr2DDh9n4dwLD5,fe80::8615:1c35:aa8:3f74,135.0,ff02::1:ff6c:ae6a,136.0,icmp,,,,,OTH,0.0,,1.0,72.0,0.0,0.0,1:Xv8tSW9Z9eKJl3Q3MO4QbmK9qVk=,,,,,,,,,,,,,,,False,No issues till now
